Model,Image_Name,Prompt_Type,Prompt_Text,IoU,F1_Score,Boundary_IoU,GT_Path,Pred_Path
wise,field_03,action,the woman shielding her eyes with her hand,0.9741,0.9869,0.9775,gt_masks/person/field_03_person_1.png,results_wise/person/field_03_person_1_action_3.png
wise,field_05,spatial,the woman on the far-left edge,0.978,0.9889,0.9587,gt_masks/person/field_05_person_3.png,results_wise/person/field_05_person_3_spatial_1.png
wise,field_05,appearance,the observer in a light light blue cardigan,0.9772,0.9884,0.9581,gt_masks/person/field_05_person_3.png,results_wise/person/field_05_person_3_appearance_2.png
wise,field_05,spatial,the young man in the center-left,0.9812,0.9905,0.9511,gt_masks/person/field_05_person_4.png,results_wise/person/field_05_person_4_spatial_1.png
wise,field_05,appearance,the man in a black sweatshirt and jeans,0.9811,0.9905,0.9512,gt_masks/person/field_05_person_4.png,results_wise/person/field_05_person_4_appearance_2.png
wise,field_05,spatial,the seated woman in the foreground,0.9779,0.9888,0.9798,gt_masks/person/field_05_person_1.png,results_wise/person/field_05_person_1_spatial_1.png
wise,field_05,action,the woman making a V sign with her hand,0.9775,0.9886,0.9796,gt_masks/person/field_05_person_1.png,results_wise/person/field_05_person_1_action_2.png
wise,field_06,spatial,the woman sitting in the foreground,0.9871,0.9935,0.9889,gt_masks/person/field_06_person_1.png,results_wise/person/field_06_person_1_spatial_1.png
wise,field_06,appearance,the woman in white knit and charcoal jeans,0.9874,0.9937,0.9888,gt_masks/person/field_06_person_1.png,results_wise/person/field_06_person_1_appearance_2.png
wise,field_06,action,the woman tilting her head with a smile,0.9871,0.9935,0.9882,gt_masks/person/field_06_person_1.png,results_wise/person/field_06_person_1_action_3.png
wise,field_06,spatial,the masked figure standing directly behind,0.9594,0.9793,0.9685,gt_masks/person/field_06_person_2.png,results_wise/person/field_06_person_2_spatial_1.png
wise,field_06,appearance,the woman in a tan sweatshirt and brown pants,0.9591,0.9791,0.9684,gt_masks/person/field_06_person_2.png,results_wise/person/field_06_person_2_appearance_2.png
wise,field_06,action,the woman shielding her forehead,0.9597,0.9794,0.9683,gt_masks/person/field_06_person_2.png,results_wise/person/field_06_person_2_action_3.png
wise,field_07,spatial,the figure at the bottom-center,0.6785,0.8084,0.6117,gt_masks/person/field_07_person_1.png,results_wise/person/field_07_person_1_spatial_1.png
wise,field_07,appearance,the woman with hair covering her face,0.0005,0.001,0.1976,gt_masks/person/field_07_person_1.png,results_wise/person/field_07_person_1_appearance_2.png
wise,field_07,action,the woman moving her upper body quickly,0.0008,0.0015,0.1981,gt_masks/person/field_07_person_1.png,results_wise/person/field_07_person_1_action_3.png
wise,field_07,spatial,the person in the middle ground behind,0.0,0.0,0.0227,gt_masks/person/field_07_person_2.png,results_wise/person/field_07_person_2_spatial_1.png
wise,field_07,appearance,the masked woman in a beige sweatshirt,0.9489,0.9738,0.955,gt_masks/person/field_07_person_2.png,results_wise/person/field_07_person_2_appearance_2.png
wise,field_07,action,the woman in a mock-fighting stance,0.9497,0.9742,0.9555,gt_masks/person/field_07_person_2.png,results_wise/person/field_07_person_2_action_3.png
wise,field_08,spatial,"half-visible person at left edge, cropped view.",0.9333,0.9655,0.949,gt_masks/person/field_08_person_2.png,results_wise/person/field_08_person_2_spatial_1.png
